Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u
D:\urban\sg500\1\01.bmp;69;49.9651;53.1576;57.6746;987;958;896;842;788;758;686;668;659;639;623;608;557;538;462;440;314;265;252;197.498;200;81.3866;80.5202;9;6;3;4;3;2;21;0;1501;57;22;2208;56;2024;14;22;1784;0;2438;1;50;1355;0;1704;1;312;1827;0
D:\urban\sg500\1\01.bmp;70;33.0016;50.244;53.4404;601;417;306;273;212;147;139;133;131;97;76;57;46;17;7;7;7;6;6;188.748;180;14.0136;16.9393;0;0;0;0;0;0;0;0;66;0;9;847;2922;111;5;16;773;2939;55;20;9;720;3040;0;36;3;739;3066
D:\urban\sg500\1\01.bmp;71;74.8954;71.6433;73.1785;1000;975;900;869;772;731;633;579;557;511;442;392;356;269;237;205;123;121;112;159.166;0;128.349;98.722;1;1;1;0;0;0;0;0;1197;174;692;991;790;1494;220;753;671;706;1465;456;1023;408;492;661;693;1870;423;197
D:\urban\sg500\1\01.bmp;72;88.5153;82.52;83.7427;922;861;779;766;690;683;664;651;641;632;616;568;544;537;518;484;457;448;439;171.082;0;130.397;97.1902;8;5;3;1;1;1;985;0;923;286;1281;1042;312;1317;219;1249;791;268;1414;262;1377;549;242;929;392;2124;312;87
D:\urban\sg500\1\01.bmp;73;83.0801;81.9732;84.0819;848;791;708;598;499;477;441;432;430;429;422;214;214;195;189;188;166;159;159;202.78;0;108.284;102.452;0;0;0;0;0;0;1067;0;734;583;1226;453;848;464;979;1148;509;744;236;1403;1167;463;575;24;1663;1705;6;446
D:\urban\sg500\1\01.bmp;74;50.3306;54.2032;58.4433;767;697;558;513;487;480;474;454;432;398;386;219;214;186;127;32;32;13;13;205.036;210;71.4969;69.5873;0;0;0;0;0;0;443;0;824;509;93;1760;658;565;744;5;1999;531;104;1014;8;2356;362;50;1395;47;2073;279
D:\urban\sg500\1\01.bmp;75;39.8062;47.1772;52.6459;987;946;914;884;828;749;688;651;515;454;425;388;348;336;198;167;150;92;86;200.646;210;45.736;44.2262;3;1;0;0;0;0;440;0;927;53;6;2834;24;1470;61;0;2311;2;1432;58;0;2343;11;594;35;0;3215;0
D:\urban\sg500\1\01.bmp;76;70.3052;67.6462;70.0419;945;891;847;817;774;732;686;670;641;635;617;577;544;503;487;436;409;380;331;176.728;0;121.606;99.1981;10;9;3;4;4;2;539;0;1912;134;496;1101;201;2493;131;407;640;173;2637;169;540;357;141;1854;270;1298;378;44
D:\urban\sg500\1\01.bmp;77;48.1852;50.4943;54.6137;1052;1028;984;977;962;939;891;853;801;783;717;677;510;485;415;360;286;176;102;202.654;0;77.672;129.575;5;5;2;0;0;0;148;0;1117;122;134;2465;6;1425;137;104;2178;0;1740;126;145;1833;0;1251;43;149;2401;0
D:\urban\sg500\1\01.bmp;78;55.6956;56.6655;60.7133;1048;1021;978;953;924;892;867;844;789;770;735;725;696;675;593;548;469;405;307;203.613;0;92.0189;116.479;10;5;4;2;2;2;10;0;2131;120;32;1555;6;2675;32;14;1123;0;2920;58;34;832;0;2274;0;381;1189;0
D:\urban\sg500\1\01.bmp;79;67.7214;66.5463;70.3283;1040;996;970;961;940;908;866;818;800;766;671;621;571;548;506;495;471;438;404;199.577;0;102.568;103.553;10;5;4;4;3;3;605;0;1586;191;427;1615;25;2058;204;391;1176;15;2106;246;592;891;9;1821;330;694;956;43
D:\urban\sg500\1\01.bmp;80;43.3052;59.5029;61.4285;692;566;440;398;338;305;195;194;176;172;151;94;48;45;44;42;42;42;2;184.656;180;45.6497;46.6782;0;0;0;0;0;0;160;0;243;102;316;639;2544;298;129;370;399;2648;63;170;458;482;2671;35;217;443;621;2528
D:\urban\sg500\1\01.bmp;81;92.3876;91.2614;92.4152;887;797;680;644;631;494;493;490;484;471;441;315;313;260;259;259;227;227;111;183.217;0;128.54;100.727;0;0;0;0;0;0;1259;0;528;652;1479;604;581;335;609;1699;724;477;76;838;1979;536;415;24;694;2407;444;275
D:\urban\sg500\1\01.bmp;82;88.3429;86.589;88.6691;897;818;673;617;529;489;419;415;394;385;379;250;246;195;185;184;183;182;180;218.426;0;99.4119;99.4839;4;4;2;1;1;1;876;0;1082;1029;780;474;479;945;1052;944;517;386;595;1134;1476;354;285;324;790;2330;205;195
D:\urban\sg500\1\01.bmp;83;61.7435;63.6238;66.8704;744;578;359;229;219;210;191;186;174;170;167;153;142;142;91;42;42;42;42;208.022;0;71.6909;125.315;0;0;0;0;0;0;199;0;485;270;126;555;2408;425;428;20;621;2350;134;516;16;831;2347;27;706;3;690;2418
D:\urban\sg500\1\01.bmp;84;66.9196;67.7562;72.9152;944;902;837;816;795;722;669;564;530;510;504;477;474;400;374;314;311;286;277;216.112;240;74.2855;63.551;10;6;2;4;3;2;745;0;1658;183;365;1546;92;2039;129;471;1177;28;2182;148;687;811;16;1348;285;1071;1067;73
D:\urban\sg500\1\01.bmp;85;84.693;77.6649;80.629;948;903;876;863;843;826;804;795;774;757;742;738;691;678;669;595;590;522;448;198.161;0;122.926;82.9759;26;15;7;7;6;5;281;0;2623;350;204;651;16;3159;125;318;239;3;3185;23;553;82;1;2579;0;1126;139;0
D:\urban\sg500\1\01.bmp;86;58.6857;58.7648;63.2248;1006;986;953;928;900;870;840;799;775;738;682;672;651;642;616;456;358;261;253;206.841;240;86.3079;69.0934;11;6;3;3;2;2;0;0;2109;147;53;1527;8;2652;125;12;1055;0;3130;123;1;590;0;2957;0;261;626;0
D:\urban\sg500\1\01.bmp;87;74.5265;69.4732;73.135;1020;1001;949;939;921;906;882;856;835;806;740;715;697;654;616;510;497;398;368;218.275;0;99.0099;86.1724;13;8;4;5;4;3;566;0;2340;240;227;1004;33;2957;181;98;608;0;3020;292;259;273;0;2434;124;939;347;0
D:\urban\sg500\1\01.bmp;88;36.7183;44.6769;50.422;984;950;895;866;848;836;769;731;676;573;527;426;306;232;81;63;61;46;40;201.428;210;39.13;38.6686;6;5;1;1;1;1;156;0;861;19;0;2849;115;1076;0;0;2670;98;1335;0;0;2432;77;781;0;0;3063;0
D:\urban\sg500\1\01.bmp;89;60.2157;59.4711;63.0812;943;931;890;864;852;835;830;821;755;740;710;698;671;646;635;617;610;439;432;191.956;0;105.87;112.43;9;7;4;0;0;0;416;0;1484;219;202;1795;144;1938;212;135;1523;36;2256;202;231;1143;12;1975;468;152;1247;2
D:\urban\sg500\1\01.bmp;90;68.2068;70.4339;72.5747;798;710;654;624;610;509;463;450;403;402;356;176;173;166;143;128;127;96;41;214.299;0;86.7112;123.071;0;0;0;0;0;0;911;0;983;845;511;887;618;657;1007;712;1069;399;364;1547;1051;678;204;361;1369;1479;221;414
D:\urban\sg500\1\01.bmp;91;40.3754;47.0057;51.9066;868;780;722;670;601;567;517;458;295;269;206;120;118;118;102;102;101;97;93;211.5;210;56.6452;56.9767;0;0;0;0;0;0;21;0;475;437;115;2700;117;529;643;30;2587;55;353;913;118;2454;6;432;755;351;2267;39
D:\urban\sg500\1\01.bmp;92;34.0078;43.6975;50.3176;970;933;850;798;698;616;549;522;367;301;115;82;25;24;23;13;12;0;0;205.755;210;28.1354;28.1181;0;0;0;0;0;0;111;0;456;103;49;3209;27;603;108;71;3057;5;517;192;209;2926;0;441;290;444;2669;0
D:\urban\sg500\1\01.bmp;93;59.1701;61.8572;67.5887;882;798;706;619;501;447;427;406;392;376;355;308;296;292;274;269;185;108;103;222.664;240;49.7388;46.0622;2;2;2;1;1;1;851;0;1214;352;341;1500;437;1401;425;503;1185;330;1067;679;581;1239;278;595;871;745;1274;359
D:\urban\sg500\1\01.bmp;94;42.6941;48.4579;53.7945;976;930;911;871;847;824;769;755;659;641;574;430;388;363;267;226;62;8;4;197.321;210;56.6341;53.0002;4;2;2;3;2;2;0;0;1172;71;5;2469;127;1482;41;10;2278;33;1477;54;96;2205;12;849;76;504;2415;0
D:\urban\sg500\1\01.bmp;95;70.1748;66.3785;69.9147;999;978;964;935;909;884;820;818;810;766;740;734;716;688;637;560;426;416;340;214.951;0;100.612;90.0599;8;6;3;2;1;1;485;0;2046;298;369;1130;1;2741;169;324;610;0;2735;227;657;225;0;2299;87;1329;129;0
D:\urban\sg500\1\01.bmp;96;58.7557;60.3473;64.403;968;921;844;802;795;780;773;746;727;651;619;574;489;401;318;318;309;302;247;186.044;0;88.5336;131.376;10;6;2;0;0;0;161;0;1660;123;161;1224;676;2330;92;160;735;527;2057;196;372;703;516;1670;268;994;674;238
D:\urban\sg500\1\01.bmp;97;62.3624;63.2391;66.9391;878;848;787;754;725;715;698;678;660;621;606;572;540;435;429;372;312;127;101;192.774;0;89.546;124.824;6;4;3;3;2;2;261;0;1600;223;46;1215;760;1978;246;51;947;622;1854;375;208;815;592;1280;899;684;741;240
D:\urban\sg500\1\01.bmp;98;70.7141;69.8658;74.2539;981;934;891;874;863;834;802;762;730;688;647;616;598;578;467;446;441;427;211;206.907;0;89.3909;113.872;18;10;6;4;3;3;436;0;2100;334;221;1126;63;2616;195;252;778;3;2689;114;423;616;2;2100;244;839;661;0
D:\urban\sg500\1\01.bmp;99;50.6327;50.9774;56.4264;1015;965;950;933;860;837;779;751;719;647;559;523;397;308;294;289;245;236;225;199.619;210;79.389;75.253;12;8;3;3;3;1;0;0;1426;127;52;2215;24;1795;108;58;1880;3;2029;161;111;1543;0;1490;342;492;1485;35
D:\urban\sg500\2\01.bmp;0;72.0208;76.1995;87.8348;1003;968;898;856;786;758;666;586;546;474;365;357;320;311;261;237;217;98;91;226.893;240;25.7374;26.8111;1;1;1;0;0;0;756;0;23;0;739;2250;832;1;0;914;2323;606;1;0;1087;2215;541;0;0;1218;2237;389
D:\urban\sg500\2\01.bmp;1;82.0578;83.0052;92.347;967;936;867;798;696;584;502;434;361;348;308;275;231;225;202;174;153;127;109;231.597;240;48.2664;45.2331;0;0;0;0;0;0;105;0;15;0;788;1919;1122;0;0;850;2020;974;0;0;1001;2113;730;0;0;823;1842;1179
D:\urban\sg500\2\01.bmp;2;92.7094;95.8655;100.629;865;683;546;480;451;412;363;310;212;206;151;151;150;140;138;137;136;135;133;211.202;180;46.6903;61.4053;0;0;0;0;0;0;0;0;0;0;486;933;2425;0;0;584;917;2343;0;0;537;949;2358;0;0;709;574;2561
D:\urban\sg500\2\01.bmp;3;103.018;109.905;111.699;776;476;220;177;95;83;63;49;2;2;2;2;2;2;2;2;2;2;0;194.388;180;21.942;26.8991;0;0;0;0;0;0;0;0;0;0;132;0;3712;0;0;149;0;3695;0;0;89;0;3755;0;0;183;0;3661
D:\urban\sg500\2\01.bmp;4;102.958;110.782;112.381;601;442;135;54;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190.784;180;11.8219;16.0028;0;0;0;0;0;0;0;0;0;0;40;0;3804;0;0;69;0;3775;0;0;47;0;3797;0;0;155;0;3689
D:\urban\sg500\2\01.bmp;5;106.15;110.913;112.793;801;365;115;110;81;81;58;43;43;43;43;43;43;43;43;43;42;42;41;203.848;180;44.8484;52.7798;0;0;0;0;0;0;0;0;0;0;274;4;3566;0;0;286;0;3558;0;0;277;0;3567;0;0;141;0;3703
D:\urban\sg500\2\01.bmp;6;100.406;95.6342;100.524;987;908;805;731;638;547;459;421;308;299;280;258;160;144;114;108;106;106;39;270.239;240;53.8926;73.6751;0;0;0;0;0;0;0;0;196;0;1675;324;1649;0;0;2069;169;1606;0;0;2373;49;1422;0;0;1814;56;1974
D:\urban\sg500\2\01.bmp;7;80.5466;79.1176;87.9776;975;869;578;455;260;173;115;102;92;88;85;85;66;61;55;46;45;42;38;248.386;240;32.2136;35.0125;0;0;0;0;0;0;0;0;15;0;234;847;2748;0;0;368;862;2614;0;0;367;814;2663;0;0;1256;533;2055
D:\urban\sg500\2\01.bmp;8;76.7794;76.6202;86.3254;969;812;490;305;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;242.63;240;16.7484;16.9537;0;0;0;0;0;0;0;0;0;0;0;925;2919;0;0;0;1363;2481;0;0;0;1629;2215;0;0;2029;874;941
D:\urban\sg500\2\01.bmp;9;79.5804;78.5408;87.8624;959;876;626;503;330;258;167;131;92;89;8;8;0;0;0;0;0;0;0;248.285;240;17.4242;19.2942;0;0;0;0;0;0;0;0;0;0;59;778;3007;0;0;78;815;2951;0;0;0;982;2862;0;0;664;1285;1895
D:\urban\sg500\2\01.bmp;10;59.1392;66.3673;79.0942;1023;978;902;807;766;705;619;518;485;414;323;292;203;114;63;27;26;0;0;219.542;218;10.0769;10.1942;0;0;0;0;0;0;1;0;0;0;15;3154;675;0;0;2;3352;490;0;0;44;3525;275;0;0;72;3772;0
D:\urban\sg500\2\01.bmp;11;58.6777;65.9446;79.0929;1043;1003;938;879;797;715;628;578;513;453;399;382;330;315;175;163;72;39;39;220.019;215;9.99398;11.1838;0;0;0;0;0;0;563;0;0;0;35;3331;478;0;0;14;3568;262;0;0;39;3775;30;0;0;0;3844;0
D:\urban\sg500\2\01.bmp;12;62.3408;67.8163;79.929;1018;941;807;753;653;528;470;398;387;350;283;270;205;162;65;65;58;57;41;222.786;221;16.7868;17.0492;0;0;0;0;0;0;655;0;0;0;11;3241;592;0;0;2;3515;327;0;0;12;3657;175;0;0;63;3763;18
D:\urban\sg500\2\01.bmp;13;69.2146;73.1545;84.2924;963;906;802;741;682;650;549;513;390;267;215;179;175;161;146;145;129;125;1;225.249;221;17.3086;18.0667;0;0;0;0;0;0;662;0;0;0;235;2409;1200;0;0;356;2649;839;0;0;460;2828;556;0;0;577;2620;647
D:\urban\sg500\2\01.bmp;14;88.7203;92.3327;98.7885;889;794;618;575;501;483;387;338;214;197;172;169;168;166;141;140;138;33;19;217.139;180;28.7136;47.9099;0;0;0;0;0;0;208;0;7;0;537;1155;2145;0;0;733;1149;1962;0;0;926;1116;1802;0;0;1132;451;2261
D:\urban\sg500\2\01.bmp;15;95.634;96.6225;101.794;830;587;427;392;361;305;257;249;192;134;131;131;129;119;118;58;58;30;30;211.728;0;65.4084;123.945;0;0;0;0;0;0;0;0;0;0;360;1064;2420;0;0;403;1090;2351;0;0;537;1055;2252;0;0;774;527;2543
D:\urban\sg500\2\01.bmp;16;89.9563;86.0924;92.2888;1019;982;940;866;823;762;696;589;548;521;489;405;364;314;225;223;219;179;163;261.563;240;56.403;69.7307;0;0;0;0;0;0;0;0;33;0;1512;1392;907;0;0;1630;1393;821;0;0;1731;1212;901;0;0;1740;1157;947
D:\urban\sg500\2\01.bmp;17;77.2474;76.1431;85.1613;1055;974;843;765;705;654;491;449;389;311;218;186;168;166;106;104;63;16;4;247.978;240;36.5364;39.3454;1;1;1;0;0;0;0;0;9;0;521;1495;1819;0;0;834;1497;1513;0;0;838;1540;1466;0;0;1188;1871;785
D:\urban\sg500\2\01.bmp;18;79.2698;77.66;87.3023;982;944;809;674;572;401;174;129;105;100;89;15;14;14;0;0;0;0;0;251.625;240;17.5601;21.0604;0;0;0;0;0;0;0;0;0;0;58;817;2969;0;0;82;756;3006;0;0;153;855;2836;0;0;1399;397;2048
D:\urban\sg500\2\01.bmp;19;79.333;77.0713;86.8993;971;872;614;443;295;161;129;63;40;17;17;0;0;0;0;0;0;0;0;254.408;240;15.3877;21.2088;0;0;0;0;0;0;0;0;0;0;11;769;3064;0;0;0;747;3097;0;0;83;761;3000;0;0;2137;193;1514
D:\urban\sg500\2\01.bmp;20;55.3343;61.4261;74.6459;1033;981;932;889;834;802;675;634;536;476;370;300;284;223;123;94;77;77;72;223.409;218;12.1507;13.3006;0;0;0;0;0;0;0;0;0;0;21;3503;320;0;0;19;3648;177;0;0;48;3767;29;0;0;0;3844;0
D:\urban\sg500\2\01.bmp;21;57.8332;64.3028;77.3169;1023;956;867;769;683;609;482;412;367;333;254;230;125;100;57;29;26;25;25;221.813;220;10.8689;11.0192;0;0;0;0;0;0;0;0;0;0;0;3701;143;0;0;0;3813;31;0;0;0;3844;0;0;0;0;3844;0
D:\urban\sg500\2\01.bmp;22;57.1748;65.2066;78.3145;1032;984;943;883;771;688;622;513;360;235;162;145;97;63;60;0;0;0;0;217.902;218;6.81128;6.81198;0;0;0;0;0;0;0;0;0;0;12;3512;320;0;0;2;3671;171;0;0;21;3779;44;0;0;0;3844;0
D:\urban\sg500\2\01.bmp;23;60.9329;65.8228;78.9305;1048;1011;922;891;773;678;539;475;325;235;179;108;93;83;70;66;64;36;0;226.26;221;14.3468;15.5051;0;0;0;0;0;0;25;0;0;0;59;3436;349;0;0;69;3530;245;0;0;28;3560;256;0;0;127;3644;73
D:\urban\sg500\2\01.bmp;24;75.8801;77.6951;87.3226;985;939;864;808;707;649;537;487;392;301;235;213;192;171;89;88;35;24;24;231.558;240;30.0355;29.3449;3;2;2;0;0;0;1016;0;56;0;677;2001;1110;0;0;969;2026;849;0;0;1338;2006;500;0;0;1063;2228;553
D:\urban\sg500\2\01.bmp;25;85.7089;87.3371;96.3213;1001;958;854;779;676;580;525;500;391;347;244;190;169;114;114;84;84;82;79;230.418;240;34.9183;33.9316;1;1;1;0;0;0;924;0;17;0;916;1025;1886;0;0;1295;941;1608;0;0;1627;925;1292;0;0;2118;247;1479
D:\urban\sg500\2\01.bmp;26;88.814;88.4396;95.8265;1059;1030;965;904;773;741;600;581;554;522;425;379;316;304;233;202;177;147;116;236.595;240;46.8869;45.5912;0;0;0;0;0;0;625;0;48;0;1413;826;1557;0;0;2067;604;1173;0;0;2635;337;872;0;0;2684;127;1033
D:\urban\sg500\2\01.bmp;27;78.9935;79.8707;88.7734;1030;966;893;866;748;669;573;496;468;434;356;324;295;214;183;87;83;50;49;236.817;240;35.4603;34.8923;0;0;0;0;0;0;622;0;104;0;838;1675;1227;0;0;1251;1639;954;0;0;1596;1426;822;0;0;1932;1207;705
D:\urban\sg500\2\01.bmp;28;73.7292;75.9862;86.7427;1024;970;885;797;712;584;476;415;316;278;228;182;171;83;76;76;55;19;0;233.072;240;17.0184;18.3397;0;0;0;0;0;0;624;0;0;0;402;1699;1743;0;0;631;1698;1515;0;0;1075;1707;1062;0;0;1579;1656;609
D:\urban\sg500\2\01.bmp;29;76.8717;79.0507;88.9948;939;870;802;740;657;593;515;458;399;327;198;161;140;91;79;78;60;55;38;232.504;240;22.5382;23.2444;0;0;0;0;0;0;629;0;18;0;593;1411;1822;0;0;835;1441;1568;0;0;1352;1465;1027;0;0;1577;1501;766
D:\urban\sg500\2\01.bmp;30;58.2037;62.2505;75.603;1131;1090;1041;930;886;800;670;623;574;439;324;216;151;118;66;55;46;39;0;228.787;240;15.4657;18.8265;0;0;0;0;0;0;0;0;0;0;147;3326;371;0;0;186;3465;193;0;0;236;3542;66;0;0;90;3754;0
D:\urban\sg500\2\01.bmp;31;62.1441;64.7895;77.6361;1065;1019;962;883;802;736;551;479;366;344;300;268;184;167;78;53;50;20;20;231.393;240;17.1087;18.3349;1;0;0;0;0;0;0;0;0;0;76;3211;557;0;0;131;3276;437;0;0;322;3410;112;0;0;198;3537;109
D:\urban\sg500\2\01.bmp;32;71.3241;74.0351;84.1465;979;936;823;764;673;611;527;448;422;396;352;328;290;247;216;197;191;81;48;227.624;240;29.5254;29.1836;0;0;0;0;0;0;0;0;0;0;714;2248;882;0;0;960;2303;581;0;0;1161;2298;385;0;0;695;2648;501
D:\urban\sg500\2\01.bmp;33;56.8574;64.161;76.9063;1028;982;932;860;781;642;513;389;278;227;216;153;133;129;61;60;49;49;29;219.499;220;8.35096;8.36596;0;0;0;0;0;0;0;0;0;0;59;3452;333;0;0;63;3584;197;0;0;86;3680;78;0;0;0;3844;0
D:\urban\sg500\2\01.bmp;34;55.1587;63.2776;75.7474;1024;992;941;829;767;718;614;547;461;360;294;259;169;151;116;94;78;74;72;217.842;210;10.4988;13.2162;0;0;0;0;0;0;0;0;0;0;21;3324;499;0;0;10;3448;386;0;0;90;3561;193;0;0;16;3827;1
D:\urban\sg500\2\01.bmp;35;63.6093;70.0814;81.7144;998;975;905;851;828;777;680;601;550;440;361;164;154;106;101;89;88;88;87;218.4;218;33.1214;33.2333;2;2;2;0;0;0;242;0;80;0;462;2991;311;18;0;630;2939;257;0;0;813;2886;145;0;0;487;2957;400
D:\urban\sg500\2\01.bmp;36;79.051;82.9977;90.8642;1033;994;974;893;865;840;794;765;730;691;603;464;360;228;187;134;132;130;119;216.071;210;43.1309;45.2937;3;2;2;0;0;0;544;0;119;0;1153;1636;936;11;0;1599;1533;701;5;0;2040;1345;454;0;0;1773;1744;327
D:\urban\sg500\2\01.bmp;37;55.2734;61.3288;74.9295;975;928;831;816;734;699;544;482;456;432;191;162;130;82;76;74;74;73;0;223.772;218;14.5227;15.9024;0;0;0;0;0;0;0;0;12;0;184;3231;417;0;0;302;3291;251;0;0;443;3364;37;0;0;130;3699;15
D:\urban\sg500\2\01.bmp;38;45.4943;52.0559;68.5432;1052;1012;934;900;872;832;742;691;594;490;277;245;226;220;120;120;99;94;68;226.527;221;15.038;16.054;1;1;1;0;0;0;0;0;65;0;281;3337;161;0;0;467;3333;44;0;0;490;3353;1;0;0;39;3805;0
D:\urban\sg500\2\01.bmp;39;45.9435;53.7305;69.9706;1014;970;906;819;714;656;582;501;410;256;223;219;170;157;117;107;103;101;80;223.063;219;10.5936;11.3463;0;0;0;0;0;0;0;0;1;0;146;3142;555;0;0;167;3306;371;0;0;272;3471;101;0;0;108;3736;0
D:\urban\sg500\2\01.bmp;40;96.1043;95.8106;100.991;939;866;771;697;659;615;503;488;466;416;404;387;359;335;320;289;282;207;190;232.298;240;53.0858;49.7245;1;1;1;0;0;0;0;0;0;0;1257;484;2103;0;0;1726;338;1780;0;0;2002;282;1560;0;0;1685;319;1840
D:\urban\sg500\2\01.bmp;41;93.5744;92.4584;98.0206;996;888;800;762;723;609;583;566;545;517;453;437;433;415;376;308;218;206;158;244.369;240;43.5032;45.5469;2;2;1;0;0;0;0;0;94;0;1556;654;1540;0;0;2023;476;1345;7;0;2307;312;1218;0;0;2884;208;752
D:\urban\sg500\2\01.bmp;42;77.0695;79.5255;87.8374;1004;956;928;896;874;853;821;785;749;731;676;646;581;498;454;386;266;225;170;222.274;240;43.1526;39.8901;2;2;2;0;0;0;0;0;26;0;1042;1737;1039;0;0;1473;1639;732;0;0;1742;1412;690;0;0;1176;1948;720
D:\urban\sg500\2\01.bmp;43;73.0146;77.7497;86.6098;945;883;789;715;659;633;522;483;441;343;312;273;268;207;180;177;145;141;140;215.143;210;31.1186;32.8025;0;0;0;0;0;0;0;0;0;0;437;2042;1365;0;0;898;2041;905;0;0;1656;1897;291;0;0;965;1877;1002
D:\urban\sg500\2\01.bmp;44;78.1602;83.4953;91.1025;857;769;630;585;565;478;411;350;292;254;210;196;188;176;174;170;151;131;127;214.402;210;23.2654;24.2347;0;0;0;0;0;0;0;0;11;0;537;1282;2014;0;0;804;1393;1647;0;0;1179;1351;1314;0;0;1123;1104;1617
D:\urban\sg500\2\01.bmp;45;65.4875;72.1844;82.9974;986;955;899;781;703;648;562;456;406;356;333;301;270;184;178;157;131;94;87;216.701;210;20.8311;22.9852;2;1;1;0;0;0;107;0;67;0;310;2764;703;69;0;329;2974;472;104;0;365;3102;273;0;0;253;3460;131
D:\urban\sg500\2\01.bmp;46;56.9766;64.1631;76.1241;998;962;858;828;798;710;614;548;493;456;412;367;305;272;262;217;192;159;100;217.289;213;24.0973;25.2529;4;1;1;0;0;0;178;0;99;0;117;3389;239;10;0;205;3564;65;111;0;109;3580;44;117;0;132;3595;0
D:\urban\sg500\2\01.bmp;47;72.8156;73.7487;84.0221;1004;945;780;734;578;509;424;344;229;212;195;156;123;99;96;74;70;56;33;233.985;240;27.8981;26.9972;0;0;0;0;0;0;364;0;16;0;341;2279;1208;0;0;468;2444;932;0;0;576;2433;835;0;0;537;2950;357
D:\urban\sg500\2\01.bmp;48;66.3944;67.2484;80.1608;1007;960;848;756;577;460;324;307;184;132;76;0;0;0;0;0;0;0;0;238.224;240;12.0792;12.2091;0;0;0;0;0;0;0;0;0;0;3;3310;531;0;0;0;3568;276;0;0;21;3683;140;0;0;11;3833;0
D:\urban\sg500\2\01.bmp;49;57.4287;60.0291;74.6035;1026;1000;840;769;616;476;310;223;129;83;20;0;0;0;0;0;0;0;0;234.508;240;12.8327;13.9587;0;0;0;0;0;0;0;0;0;0;0;3593;251;0;0;0;3738;106;0;0;0;3843;1;0;0;1;3843;0
D:\urban\sg500\2\01.bmp;50;89.4105;89.7724;96.1795;960;902;845;800;786;782;728;710;701;626;604;597;581;508;479;457;400;374;319;221.246;240;59.0006;50.6842;2;2;1;0;0;0;67;0;9;0;1731;761;1343;0;0;2541;648;655;0;0;2745;603;496;0;0;2483;792;569
D:\urban\sg500\2\01.bmp;51;98.666;97.916;103.303;893;853;650;509;418;405;387;375;329;328;272;259;254;252;229;224;183;175;158;244.818;300;58.7734;54.2042;2;2;2;1;1;1;470;0;117;0;466;949;2312;24;0;865;838;2117;4;0;984;784;2072;0;0;898;802;2144
D:\urban\sg500\2\01.bmp;52;82.807;84.4737;91.7635;1041;991;936;907;863;828;780;753;689;654;605;529;479;446;365;359;336;308;277;218.958;240;57.808;50.4736;6;4;2;1;1;1;477;0;313;0;920;1636;975;184;0;1529;1463;668;147;0;1803;1248;646;6;0;2090;1216;532
D:\urban\sg500\2\01.bmp;53;86.6899;86.1855;91.2198;1030;978;959;942;922;918;897;876;873;854;817;791;731;723;674;643;621;609;568;186.278;0;97.2453;116.774;19;10;4;1;1;1;477;0;1123;0;423;1652;646;1273;0;839;1263;469;1465;0;1407;928;44;2255;0;630;873;86
D:\urban\sg500\2\01.bmp;54;94.564;93.1459;98.3837;1049;985;921;853;805;766;735;708;676;601;543;522;520;506;469;465;451;446;389;202.4;240;86.7545;66.5332;26;15;5;7;7;4;478;0;1145;0;754;1111;834;926;0;1340;890;688;1106;0;1487;669;582;1359;0;1015;728;742
D:\urban\sg500\2\01.bmp;55;82.0796;82.9802;90.7157;1001;965;877;837;710;646;601;557;532;503;439;436;425;410;376;356;331;324;317;213.593;240;60.1928;50.5002;10;6;3;4;3;3;824;0;534;0;658;1884;768;482;0;1111;1634;617;448;0;1639;1359;398;477;0;1413;1346;608
D:\urban\sg500\2\01.bmp;56;68.8473;70.9043;81.8416;1014;978;825;720;649;505;334;314;228;201;193;190;147;108;96;77;77;58;56;230.79;240;26.1574;25.9312;7;4;2;1;1;1;119;0;282;0;100;3120;342;261;0;215;3138;230;335;0;282;3053;174;326;0;68;3450;0
D:\urban\sg500\2\01.bmp;57;68.7297;70.7508;81.7112;1006;931;892;848;733;650;600;547;484;405;304;291;274;243;211;170;94;71;56;235.9;240;21.9491;22.2426;3;3;1;0;0;0;486;0;13;0;232;2801;798;0;0;317;2981;546;0;0;469;3111;264;0;0;217;3418;209
