Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u
D:\urban\sg500\29\01.bmp;11;47.1681;73.1129;83.3025;986;917;796;732;677;638;546;497;439;422;357;300;252;209;179;132;124;111;69;196.964;198;4.45126;4.57029;10;9;2;0;0;0;574;0;0;0;0;3774;70;0;0;0;3793;51;0;0;0;3821;23;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;12;45.6904;72.7895;82.7289;985;919;832;788;708;565;450;406;349;285;263;253;199;189;165;144;106;48;10;196.184;198;4.04985;4.43829;10;8;3;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;13;46.8585;74.302;83.6795;1012;969;854;798;725;633;512;436;372;305;231;212;210;160;111;110;93;73;17;195.383;198;4.42259;5.13908;9;6;2;0;0;0;0;0;0;0;0;3840;4;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;14;51.6535;79.4722;87.1805;957;893;749;659;580;471;391;308;272;253;234;225;210;164;118;105;58;58;22;192.849;193;5.81996;5.82191;4;4;4;0;0;0;0;0;0;0;0;3565;279;0;0;0;3567;277;0;0;0;3594;250;0;0;0;3635;209
D:\urban\sg500\29\01.bmp;15;56.6163;83.9854;88.5216;960;873;743;635;582;537;425;376;348;342;329;323;315;248;225;190;187;183;158;188.512;187;7.13537;7.29395;6;6;4;0;0;0;0;0;0;0;0;3454;390;0;0;0;3526;318;0;0;0;3572;272;0;0;0;3760;84
D:\urban\sg500\29\01.bmp;16;49.7713;77.4768;84.904;975;867;726;644;550;442;334;251;153;124;107;107;106;105;78;47;43;43;42;192.281;195;6.85646;7.37586;3;3;3;0;0;0;0;0;0;0;0;3759;85;0;0;0;3787;57;0;0;0;3831;13;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;17;44.1207;71.1204;81.923;906;801;641;516;349;276;169;93;88;77;65;51;48;46;0;0;0;0;0;197.148;198;3.22311;3.33384;1;1;1;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;18;47.9032;74.0676;84.4498;889;757;480;354;203;177;126;114;86;86;62;60;50;39;39;35;5;5;0;197.036;197;3.72293;3.72311;0;0;0;0;0;0;0;0;0;0;0;3836;8;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;19;51.6662;72.5211;83.9134;968;936;887;816;699;667;600;554;385;308;245;238;232;209;196;151;119;118;79;201.174;203;7.44079;7.66156;5;5;4;0;0;0;0;0;0;0;0;3746;98;0;0;0;3821;23;0;0;0;3844;0;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;20;50.1249;76.334;85.0913;935;899;811;731;670;567;461;417;323;272;242;211;209;209;201;163;136;130;130;195.167;195;5.62487;5.62736;12;8;5;0;0;0;217;0;0;0;0;3545;299;0;0;0;3700;144;0;0;0;3821;23;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;21;51.9318;78.8551;85.8967;1017;977;821;788;754;693;612;566;522;490;440;435;403;283;261;228;172;168;134;192.441;187;5.54525;7.76908;15;8;3;0;0;0;674;0;0;0;0;3550;294;0;0;0;3666;178;0;0;0;3764;80;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;22;53.9904;78.8751;86.2258;969;919;792;730;668;622;555;441;427;343;297;273;248;223;199;195;170;141;134;193.489;193;5.59196;5.61333;9;8;4;0;0;0;509;0;0;0;0;3660;184;0;0;0;3714;130;0;0;0;3783;61;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;23;62.7802;89.3291;92.4932;923;846;741;695;623;541;455;370;271;180;112;80;34;23;22;20;20;0;0;186.212;180;8.08559;10.197;0;0;0;0;0;0;534;0;0;0;0;2587;1257;0;0;0;2546;1298;0;0;0;2480;1364;0;0;0;2879;965
D:\urban\sg500\29\01.bmp;24;68.2643;99.5005;98.2919;825;733;702;628;588;555;494;383;308;242;193;93;74;31;30;29;29;27;27;178.33;172;7.20745;9.59279;1;1;1;0;0;0;0;0;0;0;0;1257;2587;0;0;0;1081;2763;0;0;0;1067;2777;0;0;0;936;2908
D:\urban\sg500\29\01.bmp;25;63.1857;93.8962;94.8905;942;897;780;711;671;636;553;494;436;416;395;382;323;244;230;151;126;120;100;182.093;178;8.47726;9.4137;5;5;2;0;0;0;22;0;0;0;0;2138;1706;0;0;0;2043;1801;0;0;0;1995;1849;0;0;0;2211;1633
D:\urban\sg500\29\01.bmp;26;57.3548;86.9651;90.2794;924;836;720;669;641;587;458;332;298;278;240;227;211;199;176;131;90;88;60;185.714;180;8.17639;10.0825;4;2;2;0;0;0;0;0;0;0;0;3004;840;0;0;0;3106;738;0;0;0;3165;679;0;0;0;3312;532
D:\urban\sg500\29\01.bmp;27;48.3338;76.7032;84.6306;1025;982;858;739;637;575;460;417;270;196;177;168;161;87;63;62;53;48;37;192.862;193;5.43739;5.43913;1;1;1;0;0;0;0;0;0;0;0;3821;23;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;28;47.8262;74.5606;86.4464;942;852;706;662;534;475;350;323;299;241;174;143;114;84;56;56;29;29;18;198.572;198;5.4746;5.50436;3;2;2;0;0;0;0;0;0;0;0;3786;58;0;0;0;3796;48;0;0;0;3798;46;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;29;44.6777;71.724;84.603;920;819;726;611;534;517;440;383;329;239;220;191;146;140;133;132;128;98;70;199.441;200;5.95983;5.98598;3;2;2;0;0;0;0;0;0;0;0;3782;62;0;0;0;3807;37;0;0;0;3839;5;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;30;46.6738;74.1319;83.5606;997;937;830;779;664;513;410;345;256;224;121;80;79;67;34;34;25;25;24;195.354;197;4.03093;4.3543;1;1;1;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;31;53.0159;79.1064;87.0239;919;856;773;699;607;543;490;459;387;358;290;253;165;147;127;124;115;86;80;193.216;193;5.74318;5.74726;6;5;4;0;0;0;0;0;0;0;0;3412;432;0;0;0;3452;392;0;0;0;3569;275;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;32;64.3952;89.9553;92.7539;952;830;780;776;720;674;624;560;444;420;336;318;287;196;165;162;152;80;38;185.672;180;7.74702;9.60202;2;2;1;0;0;0;0;0;0;0;0;2529;1315;0;0;0;2504;1340;0;0;0;2505;1339;0;0;0;3217;627
D:\urban\sg500\29\01.bmp;33;59.0544;86.6761;89.3967;956;874;821;794;729;679;625;578;514;494;396;365;344;324;252;240;206;176;142;185.548;178;7.12832;10.3828;4;4;3;0;0;0;157;0;0;0;0;3098;746;0;0;0;3174;670;0;0;0;3286;558;0;0;4;3564;276
D:\urban\sg500\29\01.bmp;34;81.8457;104.269;104.393;891;815;713;645;540;495;388;361;245;242;224;191;177;171;162;158;145;135;129;179.263;180;18.111;18.1259;7;4;3;0;0;0;845;0;248;0;50;762;2784;163;0;20;666;2995;51;0;210;480;3103;0;0;411;171;3262
D:\urban\sg500\29\01.bmp;35;101.238;114.38;114.291;982;932;877;811;769;667;533;520;468;457;393;366;306;296;190;123;122;77;76;160.877;180;62.0804;65.933;7;5;1;2;2;1;540;0;998;0;167;229;2450;1017;0;210;70;2547;1000;0;391;0;2453;1307;0;1049;20;1468
D:\urban\sg500\29\01.bmp;36;103.048;118.201;118.902;1012;987;957;919;861;815;736;652;576;566;492;407;353;294;231;176;135;132;93;163.796;180;56.3899;58.8717;13;7;5;3;3;3;350;0;1395;0;572;894;983;1439;0;620;808;977;1478;0;774;804;788;2159;0;690;640;355
D:\urban\sg500\29\01.bmp;37;56.8678;85.8884;91.3049;938;895;753;664;575;475;378;257;162;143;120;104;98;78;30;29;27;26;26;188.908;180;7.91193;11.9153;0;0;0;0;0;0;0;0;18;0;9;2774;1043;26;0;0;2797;1021;17;0;0;2785;1042;0;0;8;3190;646
D:\urban\sg500\29\01.bmp;38;62.5996;90.0739;96.0848;979;897;792;699;636;604;549;469;395;358;331;275;172;135;123;118;109;85;55;189.888;180;9.3833;13.6326;0;0;0;0;0;0;0;0;7;0;0;2528;1309;0;0;0;2505;1339;0;0;0;2594;1250;0;0;0;2691;1153
D:\urban\sg500\29\01.bmp;39;68.0109;96.852;99.3111;890;755;600;501;482;454;391;362;339;288;272;247;207;204;183;181;161;145;113;184.187;180;10.7885;11.5727;7;5;4;0;0;0;0;0;71;0;0;1802;1971;43;0;0;1777;2024;0;0;0;1827;2017;0;0;0;1971;1873
D:\urban\sg500\29\01.bmp;40;46.007;73.943;83.0793;989;939;807;718;549;431;348;263;220;176;162;114;85;62;47;38;17;0;0;194.764;193;4.40281;4.74305;3;3;2;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;41;46.5604;74.6883;83.3861;965;873;711;574;512;438;368;292;261;241;222;205;185;161;110;73;38;38;38;194.204;193;4.29299;4.45859;5;4;2;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;42;55.5265;82.2289;88.4303;958;909;807;769;644;585;533;453;331;292;234;201;189;181;112;100;80;65;59;190.954;194;5.48064;6.27055;5;4;3;0;0;0;0;0;0;0;0;3508;336;0;0;0;3599;245;0;0;0;3698;146;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;43;57.6631;85.052;90.6498;969;898;774;712;573;501;404;327;275;260;215;174;111;76;53;45;45;43;29;189.98;195;6.83278;8.47904;0;0;0;0;0;0;0;0;69;0;74;3046;655;92;0;41;2995;716;75;0;53;2927;789;14;0;177;2918;735
D:\urban\sg500\29\01.bmp;44;112.576;124.605;125.165;975;931;874;851;787;694;619;585;533;496;410;357;334;291;204;148;119;118;82;171.247;180;50.391;51.1901;10;7;3;1;1;1;620;0;1518;0;966;190;1170;1577;0;1098;139;1030;1495;0;1404;108;837;1276;0;2300;0;268
D:\urban\sg500\29\01.bmp;45;94.0924;108.856;109.454;1016;995;951;893;862;832;754;674;625;577;514;479;427;408;360;340;300;293;277;159.562;180;60.3542;63.9182;15;10;3;5;4;2;57;0;992;0;104;1067;1681;809;0;313;927;1795;696;0;863;793;1492;1250;0;1265;788;541
D:\urban\sg500\29\01.bmp;46;116.908;122.166;121.638;1017;952;922;890;861;808;719;650;626;566;511;441;362;297;252;190;167;166;140;141.515;180;79.0971;90.9487;9;6;3;2;1;1;515;0;1545;0;836;472;991;1813;0;718;413;900;1798;0;889;409;748;2049;0;1172;225;398
D:\urban\sg500\29\01.bmp;47;67.6103;97.5239;98.0947;934;882;786;719;642;596;499;437;424;318;219;168;142;129;74;46;46;39;19;180.578;180;12.9904;13.0032;2;2;1;0;0;0;0;0;37;0;22;1609;2176;76;0;10;1547;2211;84;0;20;1468;2272;78;0;344;1800;1622
D:\urban\sg500\29\01.bmp;48;55.8957;84.6595;91.3358;968;920;835;774;675;622;539;461;391;293;221;199;180;168;166;118;102;100;96;190.644;187;9.36475;10.0488;5;3;3;0;0;0;0;0;0;0;0;2997;847;0;0;0;3048;796;0;0;0;3092;752;0;0;0;3119;725
D:\urban\sg500\29\01.bmp;49;76.828;109.008;106.277;684;562;392;261;208;182;159;153;152;151;135;126;114;114;111;109;104;102;69;175.273;172;5.49867;6.39922;3;3;2;0;0;0;0;0;14;0;0;326;3504;0;0;0;312;3532;0;0;0;358;3486;0;0;0;523;3321
D:\urban\sg500\29\01.bmp;50;46.9032;73.262;84.4841;966;898;763;626;523;460;388;292;205;192;172;127;68;19;0;0;0;0;0;197.949;198;4.71377;4.71405;1;1;1;0;0;0;0;0;0;0;0;3701;143;0;0;0;3712;132;0;0;0;3715;129;0;0;0;3826;18
D:\urban\sg500\29\01.bmp;51;48.2906;76.1792;85.173;1023;928;825;735;528;458;324;275;238;233;194;184;128;118;110;109;106;106;81;194.605;193;4.45746;4.7378;4;4;3;0;0;0;0;0;0;0;0;3835;9;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;52;50.6925;79.0796;86.5382;990;944;773;673;541;404;305;263;218;170;101;71;59;40;32;0;0;0;0;192.273;195;6.31631;6.87983;1;1;0;0;0;0;0;0;0;0;0;3828;16;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;53;73.8358;99.2484;99.905;1006;968;830;803;684;597;452;433;386;304;260;196;146;108;104;92;70;69;37;179.661;180;19.1185;19.1215;2;1;1;0;0;0;0;0;187;0;43;1532;2082;168;0;40;1426;2210;124;0;91;1293;2336;50;0;328;1250;2216
D:\urban\sg500\29\01.bmp;54;112.604;121.164;121.077;987;938;896;859;821;769;691;616;569;514;435;390;338;331;306;303;280;252;237;153.852;180;69.0143;74.9503;21;14;5;6;4;4;5;0;1837;0;218;496;1293;1688;0;336;372;1448;1553;0;836;238;1217;2151;0;1477;188;28
D:\urban\sg500\29\01.bmp;55;102.05;106.525;107.546;1000;978;914;900;821;792;729;707;674;649;618;585;564;551;510;494;419;374;337;146.029;180;78.6744;87.3755;15;8;4;2;1;1;504;0;1024;0;506;1230;1084;833;0;711;1130;1170;728;0;1269;1049;798;1357;0;1388;1039;60
D:\urban\sg500\29\01.bmp;56;84.3054;98.5088;100.594;990;930;880;812;750;677;586;544;511;494;423;395;270;262;233;214;207;202;199;168.627;180;56.6322;57.8876;7;5;2;0;0;0;492;0;452;0;103;1881;1408;480;0;90;1632;1642;387;0;278;1602;1577;535;0;777;1395;1137
D:\urban\sg500\29\01.bmp;57;83.7214;100.604;102.423;958;914;855;786;703;682;602;555;500;453;403;301;269;260;169;147;123;92;83;171.205;180;53.3656;54.3828;7;5;3;3;3;2;24;0;456;0;96;1426;1866;443;0;130;1299;1972;300;0;444;1178;1922;218;0;831;1630;1165
D:\urban\sg500\29\01.bmp;58;62.9956;89.5552;95.1184;999;964;890;845;787;727;568;486;458;395;363;345;284;248;191;160;71;56;50;189.063;180;9.8031;13.3516;5;4;4;0;0;0;0;0;1;0;0;2466;1377;0;0;0;2438;1406;0;0;0;2449;1395;0;0;22;2762;1060
D:\urban\sg500\29\01.bmp;59;68.2955;95.4805;97.2542;862;728;634;577;484;448;414;404;402;371;359;332;325;314;299;297;293;255;231;184.178;178;11.6635;13.2289;13;6;5;0;0;0;0;0;12;0;0;1787;2045;0;0;0;1929;1915;0;0;0;2071;1773;0;0;0;2687;1157
D:\urban\sg500\29\01.bmp;60;51.8411;78.4922;87.6626;1020;956;816;746;637;483;382;266;216;208;178;164;146;133;94;57;57;49;49;195.223;198;5.91743;6.53671;3;3;3;0;0;0;0;0;0;0;0;3476;368;0;0;0;3456;388;0;0;0;3478;366;0;0;0;3654;190
D:\urban\sg500\29\01.bmp;61;51.2568;80.2885;86.7614;996;891;741;634;473;417;163;125;114;82;68;61;40;39;36;15;14;6;0;190.814;187;4.43709;5.85133;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;62;53.1925;83.8965;87.8626;1001;885;698;549;369;327;131;103;20;0;0;0;0;0;0;0;0;0;0;186.501;187;5.75321;5.77483;0;0;0;0;0;0;0;0;0;0;0;3588;256;0;0;0;3558;286;0;0;0;3564;280;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;63;61.2157;91.9116;91.8691;1001;937;786;716;618;493;335;246;187;108;100;80;58;4;4;4;4;4;0;179.833;180;5.94877;5.95112;0;0;0;0;0;0;0;0;0;0;0;2846;998;0;0;0;2824;1020;0;0;0;2868;976;0;0;0;3448;396
D:\urban\sg500\29\01.bmp;64;84.9568;106.421;107.198;972;915;807;767;702;639;595;558;530;470;428;402;378;359;341;291;177;155;101;174.472;180;37.5562;37.9636;8;6;4;2;2;1;0;0;886;0;168;1517;1273;876;0;220;1514;1234;790;0;442;1514;1098;1255;0;625;1324;640
D:\urban\sg500\29\01.bmp;65;112.099;121.474;121.591;975;924;877;831;773;734;631;597;564;491;475;467;453;439;420;374;353;342;302;155.4;180;67.3873;72.8161;18;11;5;4;4;1;510;0;1438;0;550;452;1404;1322;0;795;340;1387;1301;0;1297;270;976;1872;0;1628;114;230
D:\urban\sg500\29\01.bmp;66;89.9906;106.028;105.477;992;976;914;867;806;794;742;698;627;564;472;452;331;285;267;222;214;209;118;158.275;180;64.6761;69.4359;4;3;1;2;1;1;23;0;706;0;112;1206;1820;653;0;164;1103;1924;503;0;423;996;1922;441;0;1063;870;1470
D:\urban\sg500\29\01.bmp;67;71.672;91.8858;96.4186;963;899;826;778;698;619;574;513;479;456;332;255;210;160;95;94;87;85;63;188.36;180;17.5301;19.7815;2;2;1;0;0;0;476;0;147;0;87;2416;1194;123;0;56;2348;1317;76;0;189;2397;1182;21;0;469;2756;598
D:\urban\sg500\29\01.bmp;68;75.4269;93.077;97.2443;939;903;815;789;741;676;596;481;408;381;316;226;193;155;104;102;92;79;72;170.464;180;62.226;63.2961;2;2;1;0;0;0;0;0;34;0;219;2091;1500;206;0;52;1955;1631;129;0;77;1884;1754;0;0;62;2056;1726
D:\urban\sg500\29\01.bmp;69;73.8816;99.5414;100.927;888;761;612;591;523;470;421;408;365;341;308;283;271;231;224;220;216;204;190;183.866;180;11.0771;11.7324;9;7;3;2;2;2;0;0;116;0;1;1363;2364;24;0;0;1360;2460;0;0;52;1356;2436;0;0;0;1698;2146
D:\urban\sg500\29\01.bmp;70;62.116;84.9063;91.5916;980;893;780;638;554;472;379;324;216;203;199;181;164;152;134;133;133;112;88;191.945;180;7.39201;14.0484;2;2;2;0;0;0;0;0;3;0;2;2624;1215;5;0;0;2596;1243;6;0;0;2582;1256;0;0;62;2686;1096
D:\urban\sg500\29\01.bmp;71;59.0567;83.0206;90.7466;1028;938;799;715;455;363;225;194;107;81;76;50;47;47;38;36;34;34;22;195.575;187;9.94389;13.1312;2;2;1;0;0;0;0;0;0;0;0;3248;596;0;0;0;3293;551;0;0;0;3352;492;0;0;0;3735;109
D:\urban\sg500\29\01.bmp;72;56.057;86.7136;90.6511;983;873;785;730;615;468;279;150;102;37;0;0;0;0;0;0;0;0;0;186.484;187;8.55455;8.57011;0;0;0;0;0;0;0;0;0;0;0;3227;617;0;0;0;3245;599;0;0;0;3295;549;0;0;0;3583;261
D:\urban\sg500\29\01.bmp;73;62.9279;91.7081;93.0263;957;873;779;707;486;293;232;206;107;19;9;8;8;0;0;0;0;0;0;182.671;180;5.8833;6.46134;0;0;0;0;0;0;0;0;0;0;0;2628;1216;0;0;0;2615;1229;0;0;0;2623;1221;0;0;0;3209;635
D:\urban\sg500\29\01.bmp;74;74.5466;97.6761;99.5148;957;870;816;748;645;624;501;427;288;254;189;172;168;161;153;66;62;52;51;183.381;180;14.08;14.6542;3;2;1;1;0;0;0;0;151;0;4;1706;1983;125;0;28;1484;2207;94;0;105;1334;2311;175;0;214;1041;2414
D:\urban\sg500\29\01.bmp;75;114.546;119.907;120.758;946;885;839;786;754;746;717;632;552;506;446;384;367;265;251;218;210;191;116;156.223;180;77.8259;83.6192;10;7;3;3;2;1;433;0;1343;0;848;467;1186;1412;0;1027;408;997;1342;0;1455;358;689;1338;0;1891;431;184
D:\urban\sg500\29\01.bmp;76;94.0687;110.429;111.973;943;884;846;792;751;711;676;659;630;594;423;352;316;255;213;171;166;163;161;178.574;180;41.3811;41.4057;13;7;6;4;4;4;77;0;850;0;268;837;1889;845;0;323;705;1971;703;0;838;710;1593;1021;0;1644;855;324
D:\urban\sg500\29\01.bmp;77;110.026;116.92;118.426;995;941;883;809;779;742;620;596;564;554;433;408;351;337;264;239;203;198;181;155.796;180;76.2074;81.0843;9;8;3;1;1;0;515;0;1369;0;570;794;1111;1441;0;604;742;1057;1414;0;826;650;954;2026;0;903;549;366
D:\urban\sg500\29\01.bmp;78;83.5913;98.0078;100.288;973;889;822;758;675;628;572;500;433;398;297;289;257;237;215;209;151;106;104;159.651;180;69.4258;72.9266;2;2;2;0;0;0;0;0;134;0;193;1377;2140;171;0;91;1286;2296;159;0;82;1326;2277;0;0;479;1029;2336
D:\urban\sg500\29\01.bmp;79;81.7032;102.744;105.047;970;909;800;751;679;650;592;554;541;517;495;451;432;397;383;379;357;351;298;185.8;180;14.2273;15.6446;19;10;6;1;1;1;0;0;552;0;119;1398;1775;348;0;71;1317;2108;66;0;381;1252;2145;0;0;425;1864;1555
D:\urban\sg500\29\01.bmp;80;78.6675;95.8176;99.5565;804;600;420;377;338;295;261;239;190;152;113;94;24;4;4;4;4;0;0;187.162;180;10.5377;12.7417;1;1;1;0;0;0;0;0;39;0;45;1159;2601;99;0;26;1109;2610;112;0;17;1054;2661;0;0;255;1018;2571
D:\urban\sg500\29\01.bmp;81;57.5674;81.4909;91.0315;1057;1001;929;819;691;633;445;306;271;258;188;146;113;75;41;31;25;0;0;196.22;198;8.08543;8.27918;1;1;1;0;0;0;0;0;19;0;35;3419;371;25;0;29;3481;309;26;0;22;3491;305;0;0;11;3423;410
D:\urban\sg500\29\01.bmp;82;58.1111;83.9917;94.0822;1018;921;708;493;342;275;132;50;42;42;0;0;0;0;0;0;0;0;0;196.732;198;3.50608;3.72846;0;0;0;0;0;0;0;0;0;0;0;3692;152;0;0;0;3796;48;0;0;0;3844;0;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;83;71.4862;92.3723;98.4971;982;932;776;724;638;553;493;423;393;370;279;185;167;61;55;43;41;40;36;191.233;180;12.372;16.9424;4;3;2;1;1;1;0;0;441;0;151;2443;809;252;0;267;2388;937;158;0;525;2297;864;0;0;855;2713;276
D:\urban\sg500\29\01.bmp;84;70.0884;95.0206;98.141;990;928;868;810;748;669;604;572;481;394;239;202;170;92;90;44;41;40;38;186.138;180;7.07946;9.37062;2;2;1;0;0;0;0;0;5;0;0;1979;1860;0;0;0;1821;2023;0;0;0;1716;2128;0;0;0;1739;2105
D:\urban\sg500\29\01.bmp;85;96.9714;112.549;113.871;938;892;834;805;780;690;622;578;497;399;361;309;307;267;263;262;229;210;207;164.735;180;61.9837;64.3479;12;9;4;3;3;2;1;0;1116;0;207;893;1628;1215;0;197;836;1596;1165;0;402;778;1499;1447;0;771;678;948
D:\urban\sg500\29\01.bmp;86;100.168;115.535;117.181;1019;959;908;868;792;740;594;537;519;481;403;391;330;314;261;250;215;205;197;181.395;180;37.2088;37.382;9;6;3;4;2;2;836;0;1023;0;571;485;1765;1032;0;655;323;1834;827;0;1247;108;1662;1456;0;1409;101;878
D:\urban\sg500\29\01.bmp;87;88.5029;109.098;110.583;962;895;814;756;695;645;548;432;318;298;276;244;213;138;116;114;86;83;83;180.422;180;31.0222;31.1039;10;5;4;2;2;2;496;0;602;0;187;1033;2022;703;0;179;822;2140;733;0;255;578;2278;965;0;499;162;2218
D:\urban\sg500\29\01.bmp;88;67.7318;96.198;96.8832;882;788;690;634;582;533;487;469;379;355;250;230;210;209;195;151;134;133;133;181.939;180;8.02542;8.25643;7;5;4;0;0;0;0;0;0;0;0;1546;2298;0;0;0;1466;2378;0;0;0;1563;2281;0;0;0;1182;2662
D:\urban\sg500\29\01.bmp;89;96.3387;114.966;116.869;963;894;797;753;649;615;575;543;495;476;409;395;372;350;300;283;229;212;183;185.32;180;13.135;14.2069;16;10;5;0;0;0;0;0;1016;0;710;797;1321;801;0;916;577;1550;604;0;1411;461;1368;488;0;2738;181;437
D:\urban\sg500\29\01.bmp;90;100.87;112.143;111.638;791;579;276;209;169;130;62;59;59;32;28;12;12;12;12;0;0;0;0;176.252;180;12.3795;12.9346;0;0;0;0;0;0;0;0;112;0;123;84;3525;275;0;40;48;3481;183;0;41;55;3565;0;0;236;114;3494
D:\urban\sg500\29\01.bmp;91;84.8174;102.002;105.337;935;836;685;596;472;410;288;226;153;137;106;99;20;0;0;0;0;0;0;182.355;180;17.4306;17.589;0;0;0;0;0;0;0;0;190;0;267;1433;1954;322;0;196;1391;1935;326;0;177;1376;1965;0;0;444;1304;2096
D:\urban\sg500\29\01.bmp;92;60.8606;84.6818;93.4493;957;888;813;741;646;553;427;310;186;132;90;52;47;41;37;22;0;0;0;195.858;198;4.70332;5.16813;0;0;0;0;0;0;0;0;0;0;0;3328;516;0;0;0;3391;453;0;0;0;3428;416;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;93;64.3757;87.6597;95.5799;963;920;759;644;541;461;349;252;205;182;103;76;76;53;52;41;40;40;40;193.813;198;8.74036;9.61024;2;2;1;0;0;0;0;0;71;0;32;2927;814;63;0;37;2969;775;62;0;36;3050;696;0;0;195;3387;262
D:\urban\sg500\29\01.bmp;94;51.0265;78.2144;88.1121;935;869;753;629;517;452;348;307;264;206;187;174;150;110;76;70;66;52;45;195.397;200;7.30489;8.63451;0;0;0;0;0;0;0;0;0;0;0;3501;343;0;0;0;3545;299;0;0;0;3578;266;0;0;0;3701;143
D:\urban\sg500\29\01.bmp;95;71.294;96.1636;100.13;945;880;780;734;652;588;466;434;368;316;230;172;124;81;72;66;33;30;29;187.267;180;7.79093;10.7186;3;2;1;1;1;1;0;0;179;0;8;1953;1704;144;0;44;1873;1783;19;0;224;1840;1761;0;0;205;1677;1962
D:\urban\sg500\29\01.bmp;96;71.0689;95.0736;98.6267;976;922;850;836;770;721;650;594;529;426;362;330;292;275;242;224;209;171;166;186.96;180;6.62591;9.61058;2;2;2;0;0;0;502;0;42;0;19;2108;1675;21;0;0;2062;1761;0;0;0;1986;1858;0;0;43;1987;1814
D:\urban\sg500\29\01.bmp;97;66.038;93.3325;96.0052;887;821;751;716;641;588;515;465;397;337;252;249;244;205;154;131;107;103;90;185.393;180;6.52327;8.46456;2;2;1;0;0;0;0;0;0;0;0;2201;1643;0;0;0;2021;1823;0;0;0;2020;1824;0;0;0;2393;1451
D:\urban\sg500\29\01.bmp;98;68.5226;100.352;99.9899;835;750;627;537;468;354;308;166;138;128;85;84;78;75;58;51;43;0;0;179.497;178;5.10399;5.31902;1;1;0;0;0;0;0;0;0;0;0;858;2986;0;0;0;670;3174;0;0;0;591;3253;0;0;97;880;2867
D:\urban\sg500\29\01.bmp;99;95.6511;113.392;116.145;904;838;699;604;562;522;474;439;432;422;368;346;335;332;319;312;258;251;245;186.888;180;14.4105;16.1331;15;12;4;0;0;0;0;0;1107;0;756;1056;925;900;0;827;953;1164;624;0;1309;893;1018;433;0;1937;1143;331
